Make,Model,Model Year,Mileage(km),Fuel Type,Transmission,Registered in,Color,Assembly,Engine Capacity(cc),Body Type,ABS,Air Bags,Air Conditioning,Alloy Rims,AM/FM Radio,CD Player,Cassette Player,Cool Box,Cruise Control,Climate Control,DVD Player,Front Speakers,Front Camera,Heated Seats,Immobilizer Key,Keyless Entry,Navigation System,Power Locks,Power Mirrors,Power Steering,Power Windows,Rear Seat Entertainment,Rear AC Vents,Rear Speakers,Rear Camera,Sun Roof,Steering Switches,USB and Auxillary Cable,Location,Price(PKR lacs)
Toyota,Corolla GLi 1.3 VVTi,2016,"140,000",Petrol,Manual,Lahore,Attitude Black,Local,1300,Sedan,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,Chakwal Punjab,36.75
Toyota,Corolla GLi Automatic 1.3 VVTi,2015,"110,000",Petrol,Automatic,Lahore,Attitude Black,Local,1300,Sedan,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,"DHA Defence, Lahore Punjab",34.75
Toyota,Corolla XLi VVTi,2010,"308,000",Petrol,Manual,Lahore,Attitude Black,Local,1300,Sedan,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,1,"Al Rehman Garden, Lahore Punjab",22.1
Toyota,Corolla Altis Automatic 1.6,2018,"69,000",Petrol,Automatic,Lahore,Graphite Grey,Local,1600,Sedan,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,"Wapda Town, Lahore Punjab",47
Toyota,Corolla Altis Grande X CVT-i 1.8 Black Interior,2021,"23,000",Petrol,Automatic,Punjab,Attitude Black,Local,1798,Sedan,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,"Johar Town, Lahore Punjab",64.8
Toyota,Corolla XLi VVTi,2019,"68,000",Petrol,Manual,Punjab,White,Local,1300,Sedan,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,Islamabad Islamabad,41.75
Toyota,Corolla GLi 1.3 VVTi,2011,"103,288",Petrol,Manual,Lahore,Graphite Grey,Local,1300,Sedan,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,"Gojra to Tobatek Singh Road, Toba Tek Singh Punjab",25.75
Toyota,Corolla Altis Grande CVT-i 1.8,2017,"66,000",Petrol,Automatic,Lahore,White,Local,1800,Sedan,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,"Hayatabad, Peshawar KPK",49.8
Toyota,Corolla Altis X Automatic 1.6 Special Edition,2022,"32,000",Petrol,Automatic,Punjab,White,Local,1600,Sedan,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,"Faisal Town, Lahore Punjab",66.5
Toyota,Corolla Altis Automatic 1.6,2018,"100,550",Petrol,Automatic,Lahore,Super White,Local,1600,Sedan,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,"Johar Town, Lahore Punjab",44.5
Toyota,Corolla GLi 1.6,1999,"150,000",Petrol,Manual,Karachi,Black,Local,1600,Sedan,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,"D-12, Islamabad Islamabad",10.6
Toyota,Corolla GLi 1.3 VVTi,2014,"160,000",Petrol,Manual,Islamabad,Silver,Local,1300,Sedan,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,"Rawat, Islamabad Islamabad",24.75
Toyota,Corolla Altis Automatic 1.6,2019,"45,000",Petrol,Automatic,Sindh,Super White,Local,1600,Sedan,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,"Gulberg, Lahore Punjab",46
Toyota,Corolla Altis Grande X CVT-i 1.8 Beige Interior,2022,"3,600",Petrol,Automatic,Karachi,Black,Local,1800,Sedan,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,"Shahra-e-Faisal, Karachi Sindh",40.5
Toyota,Corolla Altis X Automatic 1.6,2022,"9,000",Petrol,Automatic,Sindh,Attitude Black,Local,1598,Sedan,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,Karachi Sindh,57
Toyota,Corolla Altis Grande X CVT-i 1.8 Beige Interior,2021,"40,000",Petrol,Automatic,Sindh,Grey,Local,1800,Sedan,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,Karachi Sindh,60
Toyota,Corolla Altis Grande X CVT-i 1.8 Black Interior,2022,"41,500",Petrol,Automatic,Lahore,Silver,Local,1800,Sedan,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,Lahore Punjab,67
Toyota,Corolla Altis Grande X CVT-i 1.8 Black Interior,2022,"27,000",Petrol,Automatic,Islamabad,White,Local,1800,Sedan,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,"F-10, Islamabad Islamabad",69
Toyota,Corolla GLi Automatic 1.3 VVTi,2015,"98,000",Petrol,Automatic,Karachi,White,Local,1300,Sedan,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,Karachi Sindh,34.5
Toyota,Corolla Altis Automatic 1.6,2018,"55,000",Petrol,Automatic,Sindh,Silver Metallic,Local,1600,Sedan,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,"Old Clifton, Karachi Sindh",44.75
Toyota,Corolla GLi 1.3 VVTi,2017,"65,000",Petrol,Manual,Sindh,Blue Gun Metalic,Local,1300,Sedan,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,"Jinnahabad, Abbottabad KPK",39.5
Toyota,Corolla,2002,"126,000",Petrol,Automatic,Peshawar,White,Imported,1300,N/A,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tarlai, Islamabad Islamabad",15.9
Toyota,Corolla GLi Automatic 1.3 VVTi,2016,"83,000",Petrol,Automatic,Islamabad,White,Local,1300,Sedan,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,Islamabad Islamabad,39
Toyota,Corolla GLi Automatic 1.3 VVTi,2015,"88,000",Petrol,Automatic,Karachi,Silver Metallic,Local,1300,Sedan,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,"Khalid Bin Walid Road, Karachi Sindh",33.5
Toyota,Corolla Altis Automatic 1.6,2019,"45,971",Petrol,Automatic,Punjab,Black,Local,1600,Sedan,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,Lahore Punjab,47.2
Toyota,Corolla XLi,2003,"4,526",Petrol,Manual,Sindh,White,Local,1300,Sedan,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Peshawar KPK,13.8
Toyota,Corolla,2021,1,Petrol,Automatic,Karachi,White,Imported,100,N/A,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,"Gulshan-e-Jamal, Karachi Sindh",45
Toyota,Corolla GLi Automatic 1.3 VVTi,2017,"83,000",Petrol,Automatic,Lahore,Attitude Black,Local,1300,Sedan,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,"DHA Defence, Lahore Punjab",40.95
Toyota,Corolla XLi VVTi,2010,"160,000",Petrol,Manual,Lahore,Attitude Black,Local,1300,Sedan,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"Taramrri, Islamabad Islamabad",18.7
Toyota,Corolla Altis Grande X CVT-i 1.8 Beige Interior,2021,"10,000",Petrol,Automatic,Islamabad,Silver,Local,1800,Sedan,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,"Cantt, Sialkot Punjab",78.5
Toyota,Corolla Altis Grande CVT-i 1.8,2018,"68,000",Petrol,Automatic,Sindh,Super White,Local,1798,Sedan,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,"Gulshan-e-Maymar, Karachi Sindh",49
Toyota,Corolla GLi 1.3 VVTi,2014,"154,000",Petrol,Manual,Islamabad,White,Local,1300,Sedan,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,"Bhara kahu, Islamabad Islamabad",34.3
Toyota,Corolla SE Saloon,2004,"178,000",Petrol,Manual,Islamabad,white,Local,1600,Sedan,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,"Islamabad Highway, Islamabad Islamabad",18.95
Toyota,Corolla Altis X Automatic 1.6,2021,"16,000",Petrol,Automatic,Islamabad,White,Local,1600,Sedan,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,"Johar Town, Lahore Punjab",58
Toyota,Corolla GLi 1.3 VVTi,2018,"120,000",Petrol,Manual,Lahore,White,Local,1300,Sedan,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,"Mian Channu , Mian Channu Punjab",39.5
Toyota,Corolla Altis X Automatic 1.6,2023,1,Petrol,Automatic,Un-Registered,White,Local,1600,Sedan,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,Lahore Punjab,64.25
Toyota,Corolla GLi 1.3,2007,"170,000",Petrol,Manual,Sindh,strong blue,Local,1300,Sedan,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,Jehangira KPK,15.7
Toyota,Corolla GLi 1.3 VVTi,2015,"72,000",Petrol,Manual,Lahore,Silver,Local,1300,Sedan,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,"Hayatabad, Peshawar KPK",34.5
Toyota,Corolla GLi Automatic 1.3 VVTi,2018,"68,000",Petrol,Automatic,Lahore,Grey Graphite,Local,1300,Sedan,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,"DHA Defence, Lahore Punjab",43.8
Toyota,Corolla Altis Grande CVT-i 1.8,2020,"86,000",Petrol,Automatic,Punjab,Super white,Local,1798,Sedan,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,"DHA Defence, Lahore Punjab",59.5
Toyota,Corolla Altis Automatic 1.6,2017,"108,000",Petrol,Automatic,Islamabad,White,Local,1600,Sedan,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,"Zafarwal Road, Narowal Punjab",42.5
Toyota,Corolla GLi Automatic 1.3 VVTi,2019,"65,000",Petrol,Automatic,Lahore,White,Local,1300,Sedan,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,"Gajju Matah, Lahore Punjab",46.5
Toyota,Corolla Altis Grande CVT-i 1.8,2018,"90,000",Petrol,Automatic,Lahore,Super white,Local,1798,Sedan,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,"Akbar Chowk, Lahore Punjab",53.9
Toyota,Corolla SE Limited,1997,"185,000",Petrol,Manual,Lahore,White,Local,1500,Sedan,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,"Ring Road, Peshawar KPK",13.5
Toyota,Corolla Altis Grande X CVT-i 1.8 Beige Interior,2022,"19,000",Petrol,Automatic,Karachi,Super White,Local,1799,Sedan,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,Karachi Sindh,64.9
Toyota,Corolla Altis Automatic 1.6,2015,"200,000",Petrol,Automatic,Islamabad,White,Local,1600,Sedan,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,Rawalpindi Punjab,38
Toyota,Corolla GLi Automatic 1.3 VVTi,2017,"70,000",Petrol,Automatic,Sindh,Navy,Local,1300,Sedan,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,"DHA Defence, Karachi Sindh",38.5
Toyota,Corolla Altis Automatic 1.6,2018,"59,000",Petrol,Automatic,Sindh,Graphite Grey,Local,1600,Sedan,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,"Others, Karachi Sindh",44.9
Toyota,Corolla GLi Automatic 1.3 VVTi,2016,"86,000",Petrol,Automatic,Islamabad,White,Local,1300,Sedan,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,Islamabad Islamabad,39.7
Toyota,Corolla Altis Grande X CVT-i 1.8 Black Interior,2022,"27,500",Petrol,Automatic,Punjab,Super white,Local,1798,Sedan,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,"Johar Town, Lahore Punjab",68.75
Toyota,Corolla GLi 1.3 VVTi,2017,"59,000",Petrol,Manual,Islamabad,White,Local,1300,Sedan,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,Rawalpindi Punjab,39.75
Toyota,Corolla Altis Grande CVT-i 1.8,2018,"124,000",Petrol,Automatic,Punjab,White,Local,1800,Sedan,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,"EME Society, Lahore Punjab",52.5
Toyota,Corolla X 1.3,2005,"112,000",Petrol,Automatic,Islamabad,Attitude Black,Imported,1300,Sedan,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,"F-10, Islamabad Islamabad",33.5
Toyota,Corolla Altis Grande X CVT-i 1.8 Black Interior,2023,"2,000",Petrol,Automatic,Punjab,White,Local,1800,Sedan,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,"Johar Town, Lahore Punjab",79.5
Toyota,Corolla Altis X Manual 1.6,2022,"12,000",Petrol,Manual,Punjab,White,Local,1600,Sedan,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,"Queens Road, Lahore Punjab",50.5
Toyota,Corolla Altis Grande CVT-i 1.8,2018,"97,600",Petrol,Automatic,Sindh,White,Local,1800,Sedan,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,Sadiqabad Punjab,48
Toyota,Corolla GLi Automatic 1.3 VVTi,2019,"65,000",Petrol,Automatic,Lahore,White,Local,1300,Sedan,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,"Gajju Matah, Lahore Punjab",46.5
Toyota,Corolla Altis Grande CVT-i 1.8,2018,"90,000",Petrol,Automatic,Lahore,Super white,Local,1798,Sedan,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,"Akbar Chowk, Lahore Punjab",53.9
Toyota,Corolla SE Limited,1997,"185,000",Petrol,Manual,Lahore,White,Local,1500,Sedan,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,"Ring Road, Peshawar KPK",13.5
Toyota,Corolla SE Saloon Automatic,2002,"157,000",Petrol,Automatic,Islamabad,silver metallic,Local,1600,Sedan,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,"Adiala Road, Rawalpindi Punjab",18.5
Toyota,Corolla Altis SR Cruisetronic 1.8,2010,"190,000",Petrol,Automatic,Islamabad,Grey,Local,1800,Sedan,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,"I- 8, Islamabad Islamabad",27.4
Toyota,Corolla Altis Automatic 1.6,2018,"54,931",Petrol,Automatic,Karachi,Graphite Grey,Local,1600,Sedan,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,Karachi Sindh,48.5
Toyota,Corolla Altis 1.6 X CVT-i Special Edition,2022,"8,700",Petrol,Automatic,Karachi,White,Local,1600,Sedan,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,"Gulshan-e-Iqbal Town, Karachi Sindh",62
Toyota,Corolla Altis Grande CVT-i 1.8,2017,"90,000",Petrol,Automatic,Islamabad,Attitude Black,Local,1798,Sedan,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,"Johar Town, Lahore Punjab",42.5
Toyota,Corolla Altis Cruisetronic 1.8,2010,"150,000",Petrol,Automatic,Islamabad,Gold,Local,1800,Sedan,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,"BAHRIA PHASE 7, Rawalpindi Punjab",32
Toyota,Corolla X 1.5,2004,"190,000",Petrol,Automatic,Lahore,White,Imported,1500,Sedan,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,"Tulsa, Rawalpindi Punjab",31.25
Toyota,Corolla GLi 1.3 VVTi,2020,"18,000",Petrol,Manual,Karachi,Silver Metallic,Local,1300,Sedan,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,"Landhi, Karachi Sindh",50
Toyota,Corolla Altis Grande X CVT-i 1.8 Beige Interior,2021,"10,000",Petrol,Automatic,Lahore,White,Local,1800,Sedan,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,Lahore Punjab,68
Toyota,Corolla,1999,"96,000",Petrol,Manual,Lahore,Black,Local,1300,N/A,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Lahore Punjab,11.5
Toyota,Corolla Altis Automatic 1.6,2019,"90,000",Petrol,Automatic,Islamabad,Super White,Local,1600,Sedan,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,"Defence Phase-2, Islamabad Islamabad",51
Toyota,Corolla GLi 1.3 VVTi,2011,"118,000",Petrol,Manual,Lahore,Gun Metallic,Local,1300,Sedan,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,"Bhimber Road, Gujrat Punjab",24.9
Toyota,Corolla Altis Grande CVT-i 1.8,2020,"44,000",Petrol,Automatic,Islamabad,Black,Local,1800,Sedan,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,"F-10, Islamabad Islamabad",57
Toyota,Corolla XLi VVTi,2016,"110,000",Petrol,Manual,Lahore,Attitude Black,Local,1300,Sedan,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,"Johar Town, Lahore Punjab",29.45
Toyota,Corolla XLi VVTi Limited Edition,2014,"157,000",Petrol,Manual,Karachi,Silver Metallic,Local,1300,Sedan,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,"Tariq Road, Karachi Sindh",25
Toyota,Corolla X 1.3,2003,"303,000",Petrol,Automatic,Islamabad,Silver Metallic,Imported,1300,Sedan,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,"Chaklala, Rawalpindi Punjab",22.9
Toyota,Corolla Altis Grande CVT-i 1.8,2019,"64,000",Petrol,Automatic,Sindh,Attitude Black,Local,1798,Sedan,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,"Gulshan-e-Nasir, Rahim Yar Khan Punjab",53
Toyota,Corolla GLi 1.3 VVTi,2017,"100,800",Petrol,Manual,Punjab,White,Local,1300,Sedan,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,"I- 8, Islamabad Islamabad",36
Toyota,Corolla Altis Automatic 1.6,2017,"65,000",Petrol,Automatic,Karachi,Super White,Local,1600,Sedan,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,"Bahria Town Karachi, Karachi Sindh",43.5
Toyota,Corolla Altis Cruisetronic 1.6,2013,"134,000",Petrol,Automatic,Lahore,Black,Local,1600,Sedan,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,"Punjab Co-operative Housing Society, Lahore Punjab",28.5
Toyota,Corolla GLi 1.3 VVTi,2016,"125,000",Petrol,Manual,Lahore,White,Local,1300,Sedan,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,"Town Ship, Lahore Punjab",33.6
Toyota,Corolla XLi VVTi,2020,"65,000",Petrol,Manual,Lahore,Silver,Local,1300,Sedan,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,"Allama Iqbal Town, Lahore Punjab",38.75
Toyota,Corolla GLi Automatic 1.3 VVTi,2019,"66,000",Petrol,Automatic,Lahore,Attitude Black,Local,1300,Sedan,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,"Johar Town, Lahore Punjab",43.9
Toyota,Corolla Altis X Automatic 1.6,2022,"14,500",Petrol,Automatic,Karachi,White,Local,1600,Sedan,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,Karachi Sindh,56.5
Toyota,Corolla GLi 1.3 VVTi,2016,"72,000",Petrol,Manual,Karachi,Silver Metallic,Local,1300,Sedan,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,"Jamshed Road, Karachi Sindh",31.65
Toyota,Corolla Altis Grande CVT-i 1.8,2018,"86,904",Petrol,Automatic,Karachi,Silver Metallic,Local,1798,Sedan,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,"D.H.A, Karachi Sindh",51
Toyota,Corolla Altis 1.6 X CVT-i Special Edition,2022,"28,000",Petrol,Automatic,Quetta,Super White,Local,1598,Sedan,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,"Dalazak Road, Peshawar KPK",60
Toyota,Corolla Altis Grande X CVT-i 1.8 Beige Interior,2022,"14,000",Petrol,Automatic,Punjab,Super White,Local,1799,Sedan,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,"Jail Road, Lahore Punjab",67.5
Toyota,Corolla GLi Automatic 1.3 VVTi,2019,"80,000",Petrol,Automatic,Lahore,Navy,Local,1300,Sedan,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,"H-15, Islamabad Islamabad",42.5
Toyota,Corolla Altis X Automatic 1.6,2021,"38,200",Petrol,Automatic,Islamabad,Super White,Local,1598,Sedan,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,"Bahria Town, Islamabad Islamabad",51
Toyota,Corolla Altis Grande CVT-i 1.8,2015,"122,000",Petrol,Automatic,Islamabad,Super white,Local,1798,Sedan,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,"F- 6, Islamabad Islamabad",42
Toyota,Corolla XLi VVTi,2014,"150,000",Petrol,Manual,Islamabad,Black,Local,1300,Sedan,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"T.I.P Housing Society, Haripur KPK",25
Toyota,Corolla Altis X CVT-i 1.8,2023,"1,200",Petrol,Automatic,Karachi,White,Local,1800,Sedan,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,Karachi Sindh,76.5
Toyota,Corolla Altis Automatic 1.6,2017,"114,500",Petrol,Automatic,Islamabad,Super White,Local,1600,Sedan,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,"G-15, Islamabad Islamabad",43
Toyota,Corolla GLi 1.3 VVTi,2016,"60,000",Petrol,Manual,Karachi,Silver Metallic,Local,1300,Sedan,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,"North Nazimabad, Karachi Sindh",35.5
Toyota,Corolla GLi 1.3 VVTi,2013,"145,870",Petrol,Manual,Multan,Graphite Grey,Local,1300,Sedan,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,"Karoor Road, Layyah Punjab",25.45
Toyota,Corolla DX,1973,"80,000",Petrol,Manual,Sialkot,Burgundy,Imported,1300,Sedan,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lahore Punjab,3
Toyota,Corolla Altis 1.8,2006,"210,000",Petrol,Manual,Lahore,Blue,Local,1800,Sedan,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,"People's Colony, Attock Punjab",17.25
Toyota,Corolla Altis Automatic 1.6,2018,"20,000",Petrol,Automatic,Islamabad,White,Local,1600,Sedan,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,"GT Road, Jhelum Punjab",53
Toyota,Corolla GLi 1.3 VVTi,2011,"134,000",Petrol,Manual,Multan,Silver Metallic,Local,1300,Sedan,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,"Chungi No 9, Multan Punjab",24.5
Toyota,Corolla XLi VVTi,2010,"96,000",Petrol,Manual,Islamabad,White,Local,1300,Sedan,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Peshawar KPK,27.4
